ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
03-92,28/03/2023 14:12,https://twitter.com/iamwhatiam300/status/1506116046205304836,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@iamwhatiam300,iamwhatiam,,Anonymous,Feb-17,2639,3028,,"I think, as a former AFP, Trillanes is against the collaboration of NPA and their party kaya sinipa s'ya in favor of Neri, the true-blooded NPA.
 
 #CaviteForBBMSA
  CAVITE GRAND RALLY",,"Text, Reply",22/03/2022 11:50,https://drive.google.com/file/d/1VIROLtpHeXQHr_BMMh5nxWhaiGN3UEhz/view?usp=share_link,Transactional,4,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,
03-93,28/03/2023 14:12,https://twitter.com/IJeikiu/status/1506421647321882626,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@IJeikiu,Jeikiu Quezon,i love music,Identified,Mar-16,21,4,,@MackinleyZamora Neri is on the side of the CPP everyone knows that...,,"Text, Reply",23/03/2022 8:04,https://drive.google.com/file/d/1X4Um8gqpS-iy8BKGHCSt3zjhJBuXRubN/view?usp=share_link,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-94,28/03/2023 14:12,https://twitter.com/67amiable/status/1510304848062812165,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@67amiable,Ahyin,,Anonymous,12-Mar,61,43,"National Capital Region, Repub",Never to Neri Colmenares isa syang npa terorista.,,Text,03/04/2022 1:15,00-177.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No Bio was given.,,,,,
03-95,28/03/2023 14:12,https://twitter.com/KevinDeanDivein/status/1510799479150374918,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,Jan-20,878,688,,"Ka Leody is a CPP-NDF-NPA fielded candidate with senatoriables Neri Colmenares and Elmer Labog.
 He is against the continuity of NTF-ELCAC and support the armed struggle of the communist terrorist.",,"Text, Reply",04/04/2022 10:00,00-178.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-96,28/03/2023 14:12,https://twitter.com/KevinDeanDivein/status/1518450412445069314,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,Jan-20,878,688,,"@KimIndar If only the people knew that Angel aka Angelica Colmenares is the auntie of Neri Colmenares who is a CPP Party member, they would surely do not want to vote for a group endorsing CPP-NDF-NPA fielded candidates whose aim is to grab power from a legit government.",,"Text, Reply",25/04/2022 12:42,00-198.png,Transactional,5,0,3,1,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-97,28/03/2023 14:12,https://twitter.com/quacimodo047/status/1522734488174067712,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@quacimodo047,Quacimodo,,Anonymous,Mar-31,106,117,,hindi ka cute...nakakatakot mga katulad mo...supporter ng NPA...no to colmenares...no to hontiveros...,,"Text, Reply",07/05/2022 8:26,00-211.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],Fictitious location was given and redacted.No Bio was given.,,,,,
03-98,28/03/2023 14:12,https://twitter.com/fontesora/status/1522942770591432704,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@fontesora,"Me, myself, and I",Definitely not affiliated with or connected to any similarly-named individuals or brands. Tweets are my own.,Anonymous,Dec-16,41,391,,@ihateposh @COMELEC I really hope this is legit. Neri Colmenares and the usual noisy party list groups are supportive of CPP-NPA-NDF. They deserve to be kicked out!,,"Text, Reply",07/05/2022 22:13,00-212.png,Emotional,1,1,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],Fictitious location was given and redacted. ,,,,,
03-99,28/03/2023 14:12,https://twitter.com/mastaposh/status/1524593610032750592,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@mastaposh,DarkVader,Strive to be happy. :),Anonymous,May-24,7,4,Makati City,"@gmanews Kung alam mo lang Colmenares maraming gustong pumatay sayo, dahil sa mga pinagagawa mo at mga taohan mong NPA sa mga probinsya, inaabangan ka nalang",,"Text, Reply",12/05/2022 11:33,00-222.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-100,28/03/2023 14:12,https://twitter.com/russwezt/status/1524987730416979968,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@russwezt,Alejo Michael,Just chill,Identified,05-Jan,1120,95,,@smninews @Sheena_torn Pinamumunuan ng tyuhin ni Angel locsin na si Neri Talunan Colmenares ang protesta ng mga NPA at Komunista. Dapat pag papaluin sa ulo yun mga raliyistang yan.,,"Text, Reply",13/05/2022 13:39,00-228.png,Emotional,1,0,1,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-101,30/03/2023 12:46,https://twitter.com/Allen_AL_/status/1491556119285690368,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,neri colmenares joma sison,@Allen_AL_,Allen AL,BBM Sara Uniteam,Anonymous,Mar-25,367,41,,Wag iboto si Neri Colmenares ng Bayan Muna Alam nyo mga Tuta ni JOMA Sison #UnbotheredQueenToniG,,"Text, Reply",10/02/2022 7:34,00-244.png,Rational,0,0,0,0,,FAKE,No affiliation between Joma Sison and Neri Colmenares. Source: https://www.tsek.ph/terorista-komunista-at-tuta-raw-ni-joma-sison-sina-neri-colmenares-at-elmer-labog-na-tatakbong-senador-sa-2022-elections/,No location was given.,,,,,
03-102,06/04/2023 12:46,https://twitter.com/Sheena91695537/status/1492814168931516418,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,neri colmenares joma sison,@Sheena91695537,Xena,Think Differently,Anonymous,05-Aug,151,63,"National Capital Region, Repub","@evesileca @inquirerdotnet @JEMendozaINQ I dont think so, with Leni siding with communist terrorists like Makabayan, Gabriella and Neri Colmenares, she will have trust issues on loyalty to the Phil. Government. https://t.co/08AuGbRHlC",,"Text, Reply",13/02/2022 18:53,00-247.png,Transactional,0,1,0,0,,FAKE,No 'alliance' between the Leni-Kiko ticket and the CPP-NPA-NDF. Source: https://www.rappler.com/newsbreak/fact-check/robredo-pangilinan-tandem-accepted-happy-endorsement-cpp-npa-ndf/, ,,,,,
03-103,28/03/2023 14:12,https://twitter.com/cinecinecine30/status/1482753007200915456,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@cinecinecine30,cinecinecine30,,Anonymous,Sep-23,150,1612,,"To NPA representative neri colmenares
 
 The Philippine Army, through its Armor Division, has acquired a newly delivered 15 M125A2 Armored Mortar Carrier (AMC) equipped with 120mm Mounted Mortar System (MMS) from Israel's Elbit Systems on December 29, 2021.
 
 https://t.co/LQ1qLRW3SX https://t.co/ecBD3ptX0x",,Text,17/01/2022 0:33,00-13.png,Rational,0,0,0,0,,FAKE,Fabricates Colmenares' stature as an NPA representative,No location was given. No Bio was given.,,,,,
03-104,28/03/2023 14:12,https://twitter.com/AkoLangTotoo/status/1493878352905572352,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AkoLangTotoo,AkoLangTo âœŒï¸ðŸ‘ŠBBMSARA2022 â¤ï¸ðŸ’šðŸ‡µðŸ‡­,,Anonymous,Jan-17,41,47,,@sehun2345c @ErnieNavarro15 @LilMsMalditaMD Mismo.. Colmenares isa rin Pro NPA kaya cgro hindi nil ma call out ang NPA kc sila mismo maka kaliwa,,Image (including GIF),16/02/2022 17:22,00-86.png,Rational,3,0,0,0,,NEEDS CONTEXT,Fabricates Colmenares' ties with the NPA by virtue of him allegedly not denouncing the NPA's acts,No location was given. No Bio was given.,,,,,
03-105,28/03/2023 14:12,https://twitter.com/Mags15385433/status/1494091368301428737,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Mags15385433,Mags Gonzales Buenaventura,,Identified,08-Jul,508,189,"General Mariano Alvarez, Calab","E di ganun din pala si leni nyo,nasa hanay niya ang corrupt na si binay,ang drug protector na si de lima at npa na si colmenares,kaya pala ipapaalis daw ni leni ang elcac kaya kawawang pinas,magsasaya ang npa at iba lang makakaliwang grupo,communist country tayo pag si leni na.",,Text,17/02/2022 7:28,00-87.png,Transactional,0,0,0,0,,FAKE,Fabricates Colmenares' ties with the NPA to delegitimize Robredo's candidacy,No Bio was given.,,,,,
03-106,28/03/2023 14:12,https://twitter.com/iamtimothy20/status/1494136906921426945,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@iamtimothy20,â˜¬ ðšƒðš’ðš–ðš˜ðšðš‘ðš¢â™¥ï¸ðŸ’šðŸ¦…ðŸ‡µðŸ‡­,"How can you trust someone who doesn't trust you? Wanted to keep my private life private. #Respect
 
 #BBMSARA2022",Anonymous,May-18,506,301,,@IanMakabayan Not Neri! He's a leftist..No NPA should infiltrate the #BBMSaraUniteam the Lineup should be a Solid Uniteam..,,"Text, Reply",17/02/2022 10:29,00-88.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' left leaning and ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,Fictitious location was given and redacted. ,,,,,
03-107,28/03/2023 14:12,https://twitter.com/KevinDeanDivein/status/1494154656494153729,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,Jan-20,878,688,,"Memapenk does not even know what is EO70. She also did not give a damn about NTF-ELCAC until she run for president.
 Whatever her claim of support to the task force, still she cannot deny the fact the she allied herself with the CPP-NDF-NPA by endorsing Neri Colmenares.",,"Text, Image, Reply",17/02/2022 11:40,00-89.png,Rational,2,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-108,28/03/2023 14:12,https://twitter.com/rolandmcjr/status/1494191503480025089,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@rolandmcjr,rolandmcjr,Twitter for desktop...tipid sa data..,Identified,12-Aug,102,54,,"@kayethln @aupijuan Baguilat. Graft Case. Trillanes. Jailed for rebellion. Risa Philhealth scandal. leila de lima, In jail as drug protector. Diokno, consultant for tax avoidance . Colmenares, friend to CPP NPA. David d'angelo, kalikasan. Please tell me the tarps in your page are biodegradable!! https://t.co/RxYbmhtXRi",,"Text, Image, Reply",17/02/2022 14:06,00-90.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-109,28/03/2023 14:12,https://twitter.com/modernjuana/status/1494573188025511937,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@modernjuana,ModernPinay,PROTECTING MY TWEETS AGAINST MASS REPORTING OF DISENTENG LUGAWS ðŸ¤·ðŸ»â€â™€ï¸,Anonymous,05-Oct,630,665,,"@AlfredoGenom Hanep sa trivia ng mga stupinks. Yung kamag anak na NPA nga ni Angel na si Neri Colmenares, ilang Senatorial elections na lagi niyang ineendorso, hindi manalo nalo ðŸ¤£ Partida, kasikatan pa niya noon. Pano pa ngayon na has been na? ðŸ¤­ https://t.co/WELAoLXd4W",,"Text, Reply, Image",18/02/2022 15:23,00-91.png,Emotional,2,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-110,28/03/2023 14:12,https://twitter.com/eatmytweetszs/status/1495055951778385924,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@eatmytweetszs,Opinionated,Barda with a heart,Anonymous,Nov-17,135,302,,"Ang galing daw eh sapaw naman sa mga BBM supporters. Wahahhahahha tago mukha pa tapos Tuta ni Colmenares pa. Ewwww Naku po, NPA enabler! Tama na! Palitan na! Rebelde!
 
 https://t.co/uHiGOgS5ea",,"Text, URL",19/02/2022 23:21,00-93.png,Transactional,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-111,28/03/2023 14:12,https://twitter.com/dozZ3h_Vbril/status/1495398827733360645,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,â¤ðŸ’šâœŒðŸ‘Š,Anonymous,09-Mar,2147,3130,,"Kelan ba nmn umamin ang mga yan na NPA sila ðŸ˜‚ðŸ˜‚ðŸ˜‚ pag na Red Tag galit pero ang gawain nmn ay NPA.. 
 
 Di nmn mapag kakatiwalaan ang CHR ðŸ˜‚ðŸ˜‚ðŸ˜‚ dahil meron din NPA na humahawak diyan.. 
 
 Si Colmenares nga ðŸ˜‚ðŸ˜‚ðŸ˜‚ di naamin eh yung iba pa kaya.Turo na sa kanila yan",,Text,20/02/2022 22:03,00-94.png,Rational,5,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-112,28/03/2023 14:12,https://twitter.com/Mags15385433/status/1495585639601152000,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Mags15385433,Mags Gonzales Buenaventura,,Identified,08-Jul,508,189,"General Mariano Alvarez, Calab","@chillycalortiz @Jollibee andun sa hanay ni leni ang corrupt na si binay,ang drug protector si delima,at colmenares na supporter sa bayan muna at makabayan bloc na sinusuportahan ni joma sison na founder ng npa kaya nga tatanggalin daw ni leni ang elcac once manalo siya.communist country tayo once manalo.",,"Text, Reply",21/02/2022 10:26,00-95.png,Rational,0,1,0,0,,FAKE,No 'alliance' between the Leni-Kiko ticket and the CPP-NPA-NDF. Source: https://www.rappler.com/newsbreak/fact-check/robredo-pangilinan-tandem-accepted-happy-endorsement-cpp-npa-ndf/,No Bio was given.,,,,,
03-113,28/03/2023 14:12,https://twitter.com/Maris1Bonifacio/status/1495619459469426690,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Maris1Bonifacio,Bonifacio Maristela,,Anonymous,10-Aug,21,1,,@ColmenaresPH team buwang ni Neri npa colminares,,"Text, Reply",21/02/2022 12:40,00-96.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.,,,,,
03-114,28/03/2023 14:12,https://twitter.com/MikeDg25121926/status/1495662792464121856,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@MikeDg25121926,Mike mike,Male,Anonymous,Jul-16,1,1,Pasig city,@radbob79 I drop si zubiri at tuluyan ng mangamote sa Mindanao... Neri pa.. Nag lagay lng ng NPA sa senado ng gobyerno,,"Text, Reply",21/02/2022 15:32,00-97.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, ,,,,,
03-115,28/03/2023 14:12,https://twitter.com/pachuch00192951/status/1495760031790346253,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@pachuch00192951,sUperFrEakYgAy,iam pretty fucking good,Anonymous,01-Apr,570,7,,@grantmeanewlife @lukeconde07 Kaya nga nasa line up nang pinklawan si Colmenares na alam nang lhat na isa sa mga taga suporta nang NPA.. Kaya nga ayaw nyo kay DU30 kc binubomba yung mga NPAðŸ˜‚ðŸ˜‚ðŸ˜‚,,"Text, Reply",21/02/2022 21:59,00-98.png,Rational,0,1,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-116,28/03/2023 14:12,https://twitter.com/mysocmedlyf25/status/1495786981485383684,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@mysocmedlyf25,iamstrong ðŸ˜,,Anonymous,12-Sep,333,379,,"Fact; CONFIRMED CPPA NPA ALLY SINA CHEL DIOKNO AT SI NERI COLMENARES AT MOSTLY NG PINK LAWAN CANDIDATES
 
 Talasan nyo mga maga nyo sa mga kaalyado ng kumunista na pilit pinapasok ang gobyerno ng Pilipinas ðŸ˜ðŸ˜ðŸ¤¨",,"Text, Reply",21/02/2022 23:46,00-99.png,Rational,2,0,1,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.,,,,,
03-117,28/03/2023 14:12,https://twitter.com/Gemel1/status/1496009422941921286,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Gemel1,Gemel,Housewife,Anonymous,11-Feb,97,6,philippines,@ColmenaresPH NPA THe Evil like Colmenares.,,"Text, Reply",22/02/2022 14:30,00-100.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, ,,,,,
03-118,28/03/2023 14:12,https://twitter.com/DranrebRacan/status/1496062423127982080,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@DranrebRacan,Dranreb Racan,,Anonymous,12-Sep,91,38,,@ColmenaresPH ðŸ˜‚ðŸ˜‚ðŸ˜‚Colmenares ay isang member ng legal front ng salot at teroristang CPP/NPA/NDF... https://t.co/8PPhxT4J3t,,"Text, Image, Reply",22/02/2022 18:00,00-101.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.,,,,,
03-119,28/03/2023 14:12,https://twitter.com/Jepoy87840348/status/1496132392079495171,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Jepoy87840348,CrisosTUKMOL Ibarra,I'd rather fall in chocolate,Anonymous,01-May,38,49,,"@jcmanila Unggoy mo Neri Colmenares, kayo ng mga kasama mong NPA NDF ang Dimonyo at salot ng bansa. konti nalang, mauubos din kayo king ina nyo!",,"Text, Reply",22/02/2022 22:38,00-102.png,Emotional,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP-NPA-NDF https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-120,28/03/2023 14:12,https://twitter.com/RelinaGarcia1/status/1496403047395770373,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@RelinaGarcia1,Relina Garcia,I'm funny and loving and caring people,Identified,Nov-23,169,84,,@sandrobanana_ @meceelee Pati ti diokno colmenares mga kasapi sila CPP NPA NDF,,"Text, Reply",23/02/2022 16:34,00-103.png,Rational,2,0,1,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.,,,,,
03-121,28/03/2023 14:12,https://twitter.com/toropangpochi/status/1496631188668444680,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@toropangpochi,Ayennn,"John 3:16 ll 
 Jenlisa II Michaeng ll BPxTwice ll
 running ll volleyball II LA Rams ll LA Lakers ll MN Lynx ll Rafael Nadal ll RF ll Naomi Osaka ll",Identified,05-Feb,1013,366,Pasig ll Leyte,@maryirmin @raissawriter Colmenares? Kasabawat naman ng mga NPA tawag sa kanya âœŒï¸â¤ï¸ ðŸ’š,,"Text, Reply",24/02/2022 7:40,00-104.png,Rational,0,1,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, ,,,,,
03-122,28/03/2023 14:12,https://twitter.com/JunLalog/status/1496638008556015616,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@JunLalog,June Lalog,Health and Wellness Trainer,Identified,08-May,46,23,"Binan City, Calabarzon",Colmenares really means the evils of the npa terrorists and its kabag,,"Text, Reply",24/02/2022 8:08,00-105.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, ,,,,,
