ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks
03-95,28/03/23 14:12:00,https://twitter.com/KevinDeanDivein/status/1510799479150374918,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,01/20,878,688,,"Ka Leody is a CPP-NDF-NPA fielded candidate with senatoriables Neri Colmenares and Elmer Labog.
 He is against the continuity of NTF-ELCAC and support the armed struggle of the communist terrorist.",,"Text, Reply",04/04/22 10:00,00-178.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.
03-96,28/03/23 14:12:00,https://twitter.com/KevinDeanDivein/status/1518450412445069314,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,01/20,878,688,,"@KimIndar If only the people knew that Angel aka Angelica Colmenares is the auntie of Neri Colmenares who is a CPP Party member, they would surely do not want to vote for a group endorsing CPP-NDF-NPA fielded candidates whose aim is to grab power from a legit government.",,"Text, Reply",25/04/22 12:42,00-198.png,Transactional,5,0,3,1,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.
03-97,28/03/23 14:12:00,https://twitter.com/quacimodo047/status/1522734488174067712,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@quacimodo047,Quacimodo,,Anonymous,03/31,106,117,,hindi ka cute...nakakatakot mga katulad mo...supporter ng NPA...no to colmenares...no to hontiveros...,,"Text, Reply",07/05/22 08:26,00-211.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],Fictitious location was given and redacted.No Bio was given.
03-98,28/03/23 14:12:00,https://twitter.com/fontesora/status/1522942770591432704,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@fontesora,"Me, myself, and I",Definitely not affiliated with or connected to any similarly-named individuals or brands. Tweets are my own.,Anonymous,12/16,41,391,,@ihateposh @COMELEC I really hope this is legit. Neri Colmenares and the usual noisy party list groups are supportive of CPP-NPA-NDF. They deserve to be kicked out!,,"Text, Reply",07/05/22 22:13,00-212.png,Emotional,1,1,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],Fictitious location was given and redacted. 
03-99,28/03/23 14:12:00,https://twitter.com/mastaposh/status/1524593610032750592,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@mastaposh,DarkVader,Strive to be happy. :),Anonymous,05/24,7,4,Makati City,"@gmanews Kung alam mo lang Colmenares maraming gustong pumatay sayo, dahil sa mga pinagagawa mo at mga taohan mong NPA sa mga probinsya, inaabangan ka nalang",,"Text, Reply",12/05/22 11:33,00-222.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], 
03-100,28/03/23 14:12:00,https://twitter.com/russwezt/status/1524987730416979968,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@russwezt,Alejo Michael,Just chill,Identified,05/01,1120,95,,@smninews @Sheena_torn Pinamumunuan ng tyuhin ni Angel locsin na si Neri Talunan Colmenares ang protesta ng mga NPA at Komunista. Dapat pag papaluin sa ulo yun mga raliyistang yan.,,"Text, Reply",13/05/22 13:39,00-228.png,Emotional,1,0,1,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.
03-101,30/03/23 12:46:00,https://twitter.com/Allen_AL_/status/1491556119285690368,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,neri colmenares joma sison,@Allen_AL_,Allen AL,BBM Sara Uniteam,Anonymous,03/25,367,41,,Wag iboto si Neri Colmenares ng Bayan Muna Alam nyo mga Tuta ni JOMA Sison #UnbotheredQueenToniG,,"Text, Reply",10/02/22 07:34,00-244.png,Rational,0,0,0,0,,FAKE,No affiliation between Joma Sison and Neri Colmenares. Source: https://www.tsek.ph/terorista-komunista-at-tuta-raw-ni-joma-sison-sina-neri-colmenares-at-elmer-labog-na-tatakbong-senador-sa-2022-elections/,No location was given.
03-102,06/04/23 12:46:00,https://twitter.com/Sheena91695537/status/1492814168931516418,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,neri colmenares joma sison,@Sheena91695537,Xena,Think Differently,Anonymous,05/08,151,63,"National Capital Region, Repub","@evesileca @inquirerdotnet @JEMendozaINQ I dont think so, with Leni siding with communist terrorists like Makabayan, Gabriella and Neri Colmenares, she will have trust issues on loyalty to the Phil. Government. https://t.co/08AuGbRHlC",,"Text, Reply",13/02/22 18:53,00-247.png,Transactional,0,1,0,0,,FAKE,No 'alliance' between the Leni-Kiko ticket and the CPP-NPA-NDF. Source: https://www.rappler.com/newsbreak/fact-check/robredo-pangilinan-tandem-accepted-happy-endorsement-cpp-npa-ndf/, 
03-103,28/03/23 14:12:00,https://twitter.com/cinecinecine30/status/1482753007200915456,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@cinecinecine30,cinecinecine30,,Anonymous,09/23,150,1612,,"To NPA representative neri colmenares
 
 The Philippine Army, through its Armor Division, has acquired a newly delivered 15 M125A2 Armored Mortar Carrier (AMC) equipped with 120mm Mounted Mortar System (MMS) from Israel's Elbit Systems on December 29, 2021.
 
 https://t.co/LQ1qLRW3SX https://t.co/ecBD3ptX0x",,Text,17/01/22 00:33,00-13.png,Rational,0,0,0,0,,FAKE,Fabricates Colmenares' stature as an NPA representative,No location was given. No Bio was given.
03-104,28/03/23 14:12:00,https://twitter.com/AkoLangTotoo/status/1493878352905572352,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AkoLangTotoo,AkoLangTo âœŒï¸ðŸ‘ŠBBMSARA2022 â¤ï¸ðŸ’šðŸ‡µðŸ‡­,,Anonymous,01/17,41,47,,@sehun2345c @ErnieNavarro15 @LilMsMalditaMD Mismo.. Colmenares isa rin Pro NPA kaya cgro hindi nil ma call out ang NPA kc sila mismo maka kaliwa,,Image (including GIF),16/02/22 17:22,00-86.png,Rational,3,0,0,0,,NEEDS CONTEXT,Fabricates Colmenares' ties with the NPA by virtue of him allegedly not denouncing the NPA's acts,No location was given. No Bio was given.
03-105,28/03/23 14:12:00,https://twitter.com/Mags15385433/status/1494091368301428737,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Mags15385433,Mags Gonzales Buenaventura,,Identified,08/07,508,189,"General Mariano Alvarez, Calab","E di ganun din pala si leni nyo,nasa hanay niya ang corrupt na si binay,ang drug protector na si de lima at npa na si colmenares,kaya pala ipapaalis daw ni leni ang elcac kaya kawawang pinas,magsasaya ang npa at iba lang makakaliwang grupo,communist country tayo pag si leni na.",,Text,17/02/22 07:28,00-87.png,Transactional,0,0,0,0,,FAKE,Fabricates Colmenares' ties with the NPA to delegitimize Robredo's candidacy,No Bio was given.
03-106,28/03/23 14:12:00,https://twitter.com/iamtimothy20/status/1494136906921426945,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@iamtimothy20,â˜¬ ðšƒðš’ðš–ðš˜ðšðš‘ðš¢â™¥ï¸ðŸ’šðŸ¦…ðŸ‡µðŸ‡­,"How can you trust someone who doesn't trust you? Wanted to keep my private life private. #Respect
 
 #BBMSARA2022",Anonymous,05/18,506,301,,@IanMakabayan Not Neri! He's a leftist..No NPA should infiltrate the #BBMSaraUniteam the Lineup should be a Solid Uniteam..,,"Text, Reply",17/02/22 10:29,00-88.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' left leaning and ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,Fictitious location was given and redacted. 
03-107,28/03/23 14:12:00,https://twitter.com/KevinDeanDivein/status/1494154656494153729,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,01/20,878,688,,"Memapenk does not even know what is EO70. She also did not give a damn about NTF-ELCAC until she run for president.
 Whatever her claim of support to the task force, still she cannot deny the fact the she allied herself with the CPP-NDF-NPA by endorsing Neri Colmenares.",,"Text, Image, Reply",17/02/22 11:40,00-89.png,Rational,2,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-108,28/03/23 14:12:00,https://twitter.com/rolandmcjr/status/1494191503480025089,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@rolandmcjr,rolandmcjr,Twitter for desktop...tipid sa data..,Identified,12/08,102,54,,"@kayethln @aupijuan Baguilat. Graft Case. Trillanes. Jailed for rebellion. Risa Philhealth scandal. leila de lima, In jail as drug protector. Diokno, consultant for tax avoidance . Colmenares, friend to CPP NPA. David d'angelo, kalikasan. Please tell me the tarps in your page are biodegradable!! https://t.co/RxYbmhtXRi",,"Text, Image, Reply",17/02/22 14:06,00-90.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-109,28/03/23 14:12:00,https://twitter.com/modernjuana/status/1494573188025511937,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@modernjuana,ModernPinay,PROTECTING MY TWEETS AGAINST MASS REPORTING OF DISENTENG LUGAWS ðŸ¤·ðŸ»â€â™€ï¸,Anonymous,05/10,630,665,,"@AlfredoGenom Hanep sa trivia ng mga stupinks. Yung kamag anak na NPA nga ni Angel na si Neri Colmenares, ilang Senatorial elections na lagi niyang ineendorso, hindi manalo nalo ðŸ¤£ Partida, kasikatan pa niya noon. Pano pa ngayon na has been na? ðŸ¤­ https://t.co/WELAoLXd4W",,"Text, Reply, Image",18/02/22 15:23,00-91.png,Emotional,2,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-110,28/03/23 14:12:00,https://twitter.com/eatmytweetszs/status/1495055951778385924,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@eatmytweetszs,Opinionated,Barda with a heart,Anonymous,11/17,135,302,,"Ang galing daw eh sapaw naman sa mga BBM supporters. Wahahhahahha tago mukha pa tapos Tuta ni Colmenares pa. Ewwww Naku po, NPA enabler! Tama na! Palitan na! Rebelde!
 
 https://t.co/uHiGOgS5ea",,"Text, URL",19/02/22 23:21,00-93.png,Transactional,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-111,28/03/23 14:12:00,https://twitter.com/dozZ3h_Vbril/status/1495398827733360645,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,â¤ðŸ’šâœŒðŸ‘Š,Anonymous,09/03,2147,3130,,"Kelan ba nmn umamin ang mga yan na NPA sila ðŸ˜‚ðŸ˜‚ðŸ˜‚ pag na Red Tag galit pero ang gawain nmn ay NPA.. 
 
 Di nmn mapag kakatiwalaan ang CHR ðŸ˜‚ðŸ˜‚ðŸ˜‚ dahil meron din NPA na humahawak diyan.. 
 
 Si Colmenares nga ðŸ˜‚ðŸ˜‚ðŸ˜‚ di naamin eh yung iba pa kaya.Turo na sa kanila yan",,Text,20/02/22 22:03,00-94.png,Rational,5,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-112,28/03/23 14:12:00,https://twitter.com/Mags15385433/status/1495585639601152000,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Mags15385433,Mags Gonzales Buenaventura,,Identified,08/07,508,189,"General Mariano Alvarez, Calab","@chillycalortiz @Jollibee andun sa hanay ni leni ang corrupt na si binay,ang drug protector si delima,at colmenares na supporter sa bayan muna at makabayan bloc na sinusuportahan ni joma sison na founder ng npa kaya nga tatanggalin daw ni leni ang elcac once manalo siya.communist country tayo once manalo.",,"Text, Reply",21/02/22 10:26,00-95.png,Rational,0,1,0,0,,FAKE,No 'alliance' between the Leni-Kiko ticket and the CPP-NPA-NDF. Source: https://www.rappler.com/newsbreak/fact-check/robredo-pangilinan-tandem-accepted-happy-endorsement-cpp-npa-ndf/,No Bio was given.
03-113,28/03/23 14:12:00,https://twitter.com/Maris1Bonifacio/status/1495619459469426690,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Maris1Bonifacio,Bonifacio Maristela,,Anonymous,10/08,21,1,,@ColmenaresPH team buwang ni Neri npa colminares,,"Text, Reply",21/02/22 12:40,00-96.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.
03-114,28/03/23 14:12:00,https://twitter.com/MikeDg25121926/status/1495662792464121856,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@MikeDg25121926,Mike mike,Male,Anonymous,07/16,1,1,Pasig city,@radbob79 I drop si zubiri at tuluyan ng mangamote sa Mindanao... Neri pa.. Nag lagay lng ng NPA sa senado ng gobyerno,,"Text, Reply",21/02/22 15:32,00-97.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, 
03-115,28/03/23 14:12:00,https://twitter.com/pachuch00192951/status/1495760031790346253,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@pachuch00192951,sUperFrEakYgAy,iam pretty fucking good,Anonymous,01/04,570,7,,@grantmeanewlife @lukeconde07 Kaya nga nasa line up nang pinklawan si Colmenares na alam nang lhat na isa sa mga taga suporta nang NPA.. Kaya nga ayaw nyo kay DU30 kc binubomba yung mga NPAðŸ˜‚ðŸ˜‚ðŸ˜‚,,"Text, Reply",21/02/22 21:59,00-98.png,Rational,0,1,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-116,28/03/23 14:12:00,https://twitter.com/mysocmedlyf25/status/1495786981485383684,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@mysocmedlyf25,iamstrong ðŸ˜,,Anonymous,12/09,333,379,,"Fact; CONFIRMED CPPA NPA ALLY SINA CHEL DIOKNO AT SI NERI COLMENARES AT MOSTLY NG PINK LAWAN CANDIDATES
 
 Talasan nyo mga maga nyo sa mga kaalyado ng kumunista na pilit pinapasok ang gobyerno ng Pilipinas ðŸ˜ðŸ˜ðŸ¤¨",,"Text, Reply",21/02/22 23:46,00-99.png,Rational,2,0,1,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.
03-117,28/03/23 14:12:00,https://twitter.com/Gemel1/status/1496009422941921286,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Gemel1,Gemel,Housewife,Anonymous,11/02,97,6,philippines,@ColmenaresPH NPA THe Evil like Colmenares.,,"Text, Reply",22/02/22 14:30,00-100.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, 
03-118,28/03/23 14:12:00,https://twitter.com/DranrebRacan/status/1496062423127982080,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@DranrebRacan,Dranreb Racan,,Anonymous,12/09,91,38,,@ColmenaresPH ðŸ˜‚ðŸ˜‚ðŸ˜‚Colmenares ay isang member ng legal front ng salot at teroristang CPP/NPA/NDF... https://t.co/8PPhxT4J3t,,"Text, Image, Reply",22/02/22 18:00,00-101.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.
03-119,28/03/23 14:12:00,https://twitter.com/Jepoy87840348/status/1496132392079495171,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Jepoy87840348,CrisosTUKMOL Ibarra,I'd rather fall in chocolate,Anonymous,01/05,38,49,,"@jcmanila Unggoy mo Neri Colmenares, kayo ng mga kasama mong NPA NDF ang Dimonyo at salot ng bansa. konti nalang, mauubos din kayo king ina nyo!",,"Text, Reply",22/02/22 22:38,00-102.png,Emotional,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP-NPA-NDF https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-120,28/03/23 14:12:00,https://twitter.com/RelinaGarcia1/status/1496403047395770373,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@RelinaGarcia1,Relina Garcia,I'm funny and loving and caring people,Identified,11/23,169,84,,@sandrobanana_ @meceelee Pati ti diokno colmenares mga kasapi sila CPP NPA NDF,,"Text, Reply",23/02/22 16:34,00-103.png,Rational,2,0,1,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-121,28/03/23 14:12:00,https://twitter.com/toropangpochi/status/1496631188668444680,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@toropangpochi,Ayennn,"John 3:16 ll 
 Jenlisa II Michaeng ll BPxTwice ll
 running ll volleyball II LA Rams ll LA Lakers ll MN Lynx ll Rafael Nadal ll RF ll Naomi Osaka ll",Identified,05/02,1013,366,Pasig ll Leyte,@maryirmin @raissawriter Colmenares? Kasabawat naman ng mga NPA tawag sa kanya âœŒï¸â¤ï¸ ðŸ’š,,"Text, Reply",24/02/22 07:40,00-104.png,Rational,0,1,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, 
03-122,28/03/23 14:12:00,https://twitter.com/JunLalog/status/1496638008556015616,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@JunLalog,June Lalog,Health and Wellness Trainer,Identified,08/05,46,23,"Binan City, Calabarzon",Colmenares really means the evils of the npa terrorists and its kabag,,"Text, Reply",24/02/22 08:08,00-105.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, 
03-123,28/03/23 14:12:00,https://twitter.com/loidasandiego77/status/1496671664041463809,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@loidasandiego77,Babaeng TagaMalolos,Isa akong Pilipino. Manunulat at isang kaibigan; nadaya ng mga leftist salamat at nagising. Ngayon ako'y isang digital storyteller.,Identified,04/07,2126,21605,"Santa Maria, Central Luzon","Disente ba kamo? Turo ni Colmenares, ni Leni at ng mga dilaw na pink. Husay magpalaki ng NPA.",,"Text, Reply",24/02/22 10:21,00-106.png,Rational,9,0,2,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022, 
03-124,28/03/23 14:12:00,https://twitter.com/TheMichinYeoja/status/1496680448638210049,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@TheMichinYeoja,TheMichinYeoja_TOJ,"AyudaMaster, BudolGang, LOKArist,ASARist, STALKERist, Jedi Elfan Witch. 
 Admin #TitasOfJulieVerSe #TOJInternational",Identified,01/29,260,446,,"Don't vote for NPA groups like Anakbayan, Makabayan and of course, the likes of Neri Colmeneres who are all supporters and cuddlers of this terrorist group.",,"Text, Reply",24/02/22 10:56,00-107.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,Fictitious location was given and redacted. 
03-125,28/03/23 14:12:00,https://twitter.com/Bongmc5/status/1496876044334530564,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Bongmc5,Foodie at wala ng gout,"Pro govt..
 All the time.
 Basta duly elected. Kesehodang si leni pa yan..",Anonymous,12/08,683,634,,"@maaaaaaiiiee07 @ngoelvis @GerryCacanindin Baguilat graft. Delima, In jail as drug protector. Trillanes jailed for rebellion. Neri links with terrorist group npa. Risa links to Philhealth scandal. Gordon di nag soli ng 86m despite sc order. Diokno, consultant ng abs in how to dupe the govt and representing someone who",,"Text, Reply",24/02/22 23:53,00-108.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given.
03-126,28/03/23 14:12:00,https://twitter.com/mysocmedlyf25/status/1496909031126011907,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@mysocmedlyf25,iamstrong ðŸ˜,,Anonymous,12/09,333,379,,DO NOT VOTE NERI KOLMENARES A supporter and ally of CPP NPA https://t.co/hdcmdtHr5Q,,"Text, Image",25/02/22 02:04,00-109.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP-NPA-NDF https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/ https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022,No location was given. No Bio was given.
